Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.5851	CDS	NODE_8_length_273249_cov_8.706677	791	2284	2	+	1494	Aldehyde dehydrogenase (EC 1.2.1.3)	Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism	 	 
fig|287.6682.peg.5852	CDS	NODE_8_length_273249_cov_8.706677	2469	3614	3	+	1146	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.5853	CDS	NODE_8_length_273249_cov_8.706677	5427	3799	-3	-	1629	Cardiolipin synthetase (EC 2.7.8.-)	Cardiolipin synthesis; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|287.6682.peg.5854	CDS	NODE_8_length_273249_cov_8.706677	5662	6312	1	+	651	hypothetical protein	- none -	 	 
fig|287.6682.peg.5855	CDS	NODE_8_length_273249_cov_8.706677	6429	7133	3	+	705	hypothetical protein	- none -	 	 
fig|287.6682.peg.5856	CDS	NODE_8_length_273249_cov_8.706677	7133	9574	2	+	2442	Uncharacterized outer membrane usher protein YhcD	- none -	 	 
fig|287.6682.peg.5857	CDS	NODE_8_length_273249_cov_8.706677	9589	10113	1	+	525	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	Ammonia assimilation; <br>CBSS-312309.3.peg.1965	 	 
fig|287.6682.peg.5858	CDS	NODE_8_length_273249_cov_8.706677	11536	10118	-1	-	1419	DNA-binding transcriptional regulator, MocR family / aminotransferase domain	- none -	 	 
fig|287.6682.peg.5859	CDS	NODE_8_length_273249_cov_8.706677	11716	11961	1	+	246	hypothetical protein	- none -	 	 
fig|287.6682.peg.5860	CDS	NODE_8_length_273249_cov_8.706677	13418	12105	-2	-	1314	FAD dependent oxidoreductase	- none -	 	 
fig|287.6682.peg.5861	CDS	NODE_8_length_273249_cov_8.706677	13566	13919	3	+	354	hypothetical protein	- none -	 	 
fig|287.6682.peg.5862	CDS	NODE_8_length_273249_cov_8.706677	14524	14036	-1	-	489	Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	Branched-Chain Amino Acid Biosynthesis; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.5863	CDS	NODE_8_length_273249_cov_8.706677	14681	15985	2	+	1305	D-amino acid dehydrogenase (EC 1.4.99.6)	- none -	 	 
fig|287.6682.peg.5864	CDS	NODE_8_length_273249_cov_8.706677	15957	16310	3	+	354	RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein	- none -	 	 
fig|287.6682.peg.5865	CDS	NODE_8_length_273249_cov_8.706677	16408	17481	1	+	1074	Alanine racemase (EC 5.1.1.1)	Alanine biosynthesis; <br>Pyruvate Alanine Serine Interconversions	 	 
fig|287.6682.peg.5866	CDS	NODE_8_length_273249_cov_8.706677	17611	18159	1	+	549	Putrescine utilization regulator	Putrescine utilization pathways	 	 
fig|287.6682.peg.5867	CDS	NODE_8_length_273249_cov_8.706677	18330	18755	3	+	426	Cytochrome c5	- none -	 	 
fig|287.6682.peg.5868	CDS	NODE_8_length_273249_cov_8.706677	18889	20811	1	+	1923	Acetyl-CoA hydrolase	- none -	 	 
fig|287.6682.peg.5869	CDS	NODE_8_length_273249_cov_8.706677	21511	20939	-1	-	573	Xanthine phosphoribosyltransferase (EC 2.4.2.22)	Purine conversions; <br>Xanthine Metabolism in Bacteria	 	 
fig|287.6682.peg.5870	CDS	NODE_8_length_273249_cov_8.706677	23590	21581	-1	-	2010	ATP-dependent DNA helicase Rep	DNA repair, bacterial UvrD and related helicases	 	 
fig|287.6682.peg.5871	CDS	NODE_8_length_273249_cov_8.706677	23854	25527	1	+	1674	Sensory box/GGDEF family protein	- none -	 	 
fig|287.6682.peg.5872	CDS	NODE_8_length_273249_cov_8.706677	27023	25695	-2	-	1329	Multidrug and toxin extrusion (MATE) family efflux pump YdhE/NorM, homolog	Multidrug Resistance Efflux Pumps	 	 
fig|287.6682.peg.5873	CDS	NODE_8_length_273249_cov_8.706677	27181	28101	1	+	921	Transcriptional regulator	- none -	 	 
fig|287.6682.peg.5874	CDS	NODE_8_length_273249_cov_8.706677	28286	30262	2	+	1977	Methyl-accepting chemotaxis sensor/transducer protein	- none -	 	 
fig|287.6682.peg.5875	CDS	NODE_8_length_273249_cov_8.706677	30531	31745	3	+	1215	TIORF127 protein	- none -	 	 
fig|287.6682.peg.5876	CDS	NODE_8_length_273249_cov_8.706677	33287	31788	-2	-	1500	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	CBSS-216591.1.peg.168; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis	 	 
fig|287.6682.peg.5877	CDS	NODE_8_length_273249_cov_8.706677	33441	34691	3	+	1251	Benzoate transport protein	Benzoate degradation	 	 
fig|287.6682.peg.5878	CDS	NODE_8_length_273249_cov_8.706677	34691	35545	2	+	855	UPF0001 protein YggS	- none -	 	 
fig|287.6682.peg.5879	CDS	NODE_8_length_273249_cov_8.706677	35580	36845	3	+	1266	Serine hydroxymethyltransferase (EC 2.1.2.1)	5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis	 	 
fig|287.6682.peg.5880	CDS	NODE_8_length_273249_cov_8.706677	38451	36958	-3	-	1494	AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination	- none -	 	 
fig|287.6682.peg.5881	CDS	NODE_8_length_273249_cov_8.706677	38899	39162	1	+	264	Antitoxin HigA	- none -	 	 
fig|287.6682.peg.5882	CDS	NODE_8_length_273249_cov_8.706677	39701	39174	-2	-	528	Prophage antirepressor	- none -	 	 
fig|287.6682.peg.5883	CDS	NODE_8_length_273249_cov_8.706677	40392	40126	-3	-	267	hypothetical protein	- none -	 	 
fig|287.6682.peg.5884	CDS	NODE_8_length_273249_cov_8.706677	40811	41149	2	+	339	Nitrogen regulatory protein P-II, GlnK	- none -	 	 
fig|287.6682.peg.5885	CDS	NODE_8_length_273249_cov_8.706677	41185	42522	1	+	1338	Ammonium transporter	Ammonia assimilation	 	 
fig|287.6682.peg.5886	CDS	NODE_8_length_273249_cov_8.706677	42737	43162	2	+	426	UPF0047 protein YjbQ	- none -	 	 
fig|287.6682.peg.5887	CDS	NODE_8_length_273249_cov_8.706677	43267	43590	1	+	324	hypothetical protein	- none -	 	 
fig|287.6682.peg.5888	CDS	NODE_8_length_273249_cov_8.706677	44454	43753	-3	-	702	2-haloalkanoic acid dehalogenase (EC 3.8.1.2)	CBSS-323850.3.peg.3269	 	 
fig|287.6682.peg.5889	CDS	NODE_8_length_273249_cov_8.706677	45350	44451	-2	-	900	Site-specific tyrosine recombinase XerC	- none -	 	 
fig|287.6682.peg.5890	CDS	NODE_8_length_273249_cov_8.706677	46078	45353	-1	-	726	Protein of unknown function DUF484	CBSS-323850.3.peg.3269	 	 
fig|287.6682.peg.5891	CDS	NODE_8_length_273249_cov_8.706677	46922	46092	-2	-	831	Diaminopimelate epimerase (EC 5.1.1.7)	CBSS-323850.3.peg.3269; <br>CBSS-84588.1.peg.1247; <br>Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|287.6682.peg.5892	CDS	NODE_8_length_273249_cov_8.706677	48174	46927	-3	-	1248	Diaminopimelate decarboxylase (EC 4.1.1.20)	CBSS-323850.3.peg.3269; <br>Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|287.6682.peg.5893	CDS	NODE_8_length_273249_cov_8.706677	48363	48184	-3	-	180	Diaminopimelate decarboxylase and/or diaminopimelate epimerase leader peptide	- none -	 	 
fig|287.6682.peg.5894	CDS	NODE_8_length_273249_cov_8.706677	48489	48611	3	+	123	hypothetical protein	- none -	 	 
fig|287.6682.peg.5895	CDS	NODE_8_length_273249_cov_8.706677	48693	49025	3	+	333	Frataxin homolog CyaY, facilitates Fe-S cluster assembly, interacts with IscS	- none -	 	 
fig|287.6682.peg.5896	CDS	NODE_8_length_273249_cov_8.706677	49030	49248	1	+	219	hypothetical protein	- none -	 	 
fig|287.6682.peg.5897	CDS	NODE_8_length_273249_cov_8.706677	49518	49928	3	+	411	Regulator of nucleoside diphosphate kinase	Transcription factors bacterial	 	 
fig|287.6682.peg.5898	CDS	NODE_8_length_273249_cov_8.706677	52782	49936	-3	-	2847	Adenylate cyclase (EC 4.6.1.1)	cAMP signaling in bacteria	 	 
fig|287.6682.peg.5899	CDS	NODE_8_length_273249_cov_8.706677	53222	52977	-2	-	246	DNA-binding protein inhibitor Id-2-related protein	- none -	 	 
fig|287.6682.peg.5900	CDS	NODE_8_length_273249_cov_8.706677	53850	53566	-3	-	285	hypothetical protein	- none -	 	 
fig|287.6682.peg.5901	CDS	NODE_8_length_273249_cov_8.706677	53976	54635	3	+	660	Glutathione S-transferase N-terminal domain protein (EC 2.5.1.18)	CBSS-216591.1.peg.168	 	 
fig|287.6682.peg.5902	CDS	NODE_8_length_273249_cov_8.706677	56149	54755	-1	-	1395	Argininosuccinate lyase (EC 4.3.2.1)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|287.6682.peg.5903	CDS	NODE_8_length_273249_cov_8.706677	56611	57357	1	+	747	Alginate biosynthesis two-component system response regulator AlgR	- none -	 	 
fig|287.6682.peg.5904	CDS	NODE_8_length_273249_cov_8.706677	57484	58425	1	+	942	Porphobilinogen deaminase (EC 2.5.1.61)	Heme and Siroheme Biosynthesis	 	 
fig|287.6682.peg.5905	CDS	NODE_8_length_273249_cov_8.706677	58422	59189	3	+	768	Uroporphyrinogen-III synthase (EC 4.2.1.75)	Heme and Siroheme Biosynthesis	 	 
fig|287.6682.peg.5906	CDS	NODE_8_length_273249_cov_8.706677	59206	60360	1	+	1155	Uncharacterized protein EC-HemX	- none -	 	 
fig|287.6682.peg.5907	CDS	NODE_8_length_273249_cov_8.706677	60357	61595	3	+	1239	Uncharacterized protein EC-HemY in Proteobacteria (unrelated to HemY-type PPO in GramPositives)	- none -	 	 
fig|287.6682.peg.5908	CDS	NODE_8_length_273249_cov_8.706677	61941	62492	3	+	552	Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange	 	 
fig|287.6682.peg.5909	CDS	NODE_8_length_273249_cov_8.706677	62672	63130	2	+	459	Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD	- none -	 	 
fig|287.6682.peg.5910	CDS	NODE_8_length_273249_cov_8.706677	63858	63193	-3	-	666	Macrophage infectivity potentiator	- none -	 	 
fig|287.6682.peg.5911	CDS	NODE_8_length_273249_cov_8.706677	64051	65184	1	+	1134	Alginate regulatory protein AlgP, positive transcriptional regulator of AlgD	- none -	 	 
fig|287.6682.peg.5912	CDS	NODE_8_length_273249_cov_8.706677	65645	65181	-2	-	465	hypothetical protein	- none -	 	 
fig|287.6682.peg.5913	CDS	NODE_8_length_273249_cov_8.706677	65696	67606	2	+	1911	Bis-ABC ATPase YheS	- none -	 	 
fig|287.6682.peg.5914	CDS	NODE_8_length_273249_cov_8.706677	67606	68187	1	+	582	Small-conductance mechanosensitive channel	- none -	 	 
fig|287.6682.peg.5915	CDS	NODE_8_length_273249_cov_8.706677	68283	68405	3	+	123	hypothetical protein	- none -	 	 
fig|287.6682.peg.5916	CDS	NODE_8_length_273249_cov_8.706677	68443	69075	1	+	633	Homoserine/homoserine lactone efflux protein	- none -	 	 
fig|287.6682.peg.5917	CDS	NODE_8_length_273249_cov_8.706677	69977	69234	-2	-	744	hypothetical protein	- none -	 	 
fig|287.6682.peg.5918	CDS	NODE_8_length_273249_cov_8.706677	70568	69981	-2	-	588	putative lipoprotein	- none -	 	 
fig|287.6682.peg.5919	CDS	NODE_8_length_273249_cov_8.706677	70979	70608	-2	-	372	hypothetical protein	- none -	 	 
fig|287.6682.peg.5920	CDS	NODE_8_length_273249_cov_8.706677	72389	70995	-2	-	1395	hypothetical protein	- none -	 	 
fig|287.6682.peg.5921	CDS	NODE_8_length_273249_cov_8.706677	73996	72596	-1	-	1401	hypothetical protein	- none -	 	 
fig|287.6682.peg.5922	CDS	NODE_8_length_273249_cov_8.706677	74149	76047	1	+	1899	High-affinity iron permease	- none -	 	 
fig|287.6682.peg.5923	CDS	NODE_8_length_273249_cov_8.706677	76153	76608	1	+	456	Protein YaiI	- none -	 	 
fig|287.6682.peg.5924	CDS	NODE_8_length_273249_cov_8.706677	77401	76733	-1	-	669	Enhancing lycopene biosynthesis protein 2	- none -	 	 
fig|287.6682.peg.5925	CDS	NODE_8_length_273249_cov_8.706677	77516	78763	2	+	1248	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	- none -	 	 
fig|287.6682.peg.5926	CDS	NODE_8_length_273249_cov_8.706677	79376	78744	-2	-	633	DedA family protein	- none -	 	 
fig|287.6682.peg.5927	CDS	NODE_8_length_273249_cov_8.706677	79575	80588	3	+	1014	Porphobilinogen synthase (EC 4.2.1.24)	Heme and Siroheme Biosynthesis	 	 
fig|287.6682.peg.5928	CDS	NODE_8_length_273249_cov_8.706677	80607	82829	3	+	2223	Polyphosphate kinase (EC 2.7.4.1)	High affinity phosphate transporter and control of PHO regulon; <br>Phosphate metabolism; <br>Polyphosphate; <br>Purine conversions	 	 
fig|287.6682.peg.5929	CDS	NODE_8_length_273249_cov_8.706677	84514	83012	-1	-	1503	Exopolyphosphatase (EC 3.6.1.11)	Phosphate metabolism; <br>Polyphosphate	 	 
fig|287.6682.peg.5930	CDS	NODE_8_length_273249_cov_8.706677	85460	84723	-2	-	738	Glutamine ABC transporter, ATP-binding protein GlnQ	- none -	 	 
fig|287.6682.peg.5931	CDS	NODE_8_length_273249_cov_8.706677	86097	85447	-3	-	651	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.5932	CDS	NODE_8_length_273249_cov_8.706677	86765	86094	-2	-	672	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.5933	CDS	NODE_8_length_273249_cov_8.706677	87570	86785	-3	-	786	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.5934	CDS	NODE_8_length_273249_cov_8.706677	87828	88535	3	+	708	Transcriptional regulator, GntR family	- none -	 	 
fig|287.6682.peg.5935	CDS	NODE_8_length_273249_cov_8.706677	88656	88985	3	+	330	Thioredoxin	- none -	 	 
fig|287.6682.peg.5936	CDS	NODE_8_length_273249_cov_8.706677	89233	90492	1	+	1260	Transcription termination factor Rho	Transcription factors bacterial	 	 
fig|287.6682.peg.5937	CDS	NODE_8_length_273249_cov_8.706677	90634	92100	1	+	1467	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98)	- none -	 	 
fig|287.6682.peg.5938	CDS	NODE_8_length_273249_cov_8.706677	92100	93068	3	+	969	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases / CDP-6-deoxy-delta-3,4-glucoseen reductase-like	- none -	 	 
fig|287.6682.peg.5939	CDS	NODE_8_length_273249_cov_8.706677	93279	93947	3	+	669	Cation transport protein chaC	- none -	 	 
fig|287.6682.peg.5940	CDS	NODE_8_length_273249_cov_8.706677	95272	93923	-1	-	1350	Glycerol-3-phosphate transporter	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|287.6682.peg.5941	CDS	NODE_8_length_273249_cov_8.706677	96454	95477	-1	-	978	Putative Zn-dependent oxidoreductase PA5234	Quinone oxidoreductase family	 	 
fig|287.6682.peg.5942	CDS	NODE_8_length_273249_cov_8.706677	96572	97012	2	+	441	Similar to flagellar basal body-associated protein FliL	- none -	 	 
fig|287.6682.peg.5943	CDS	NODE_8_length_273249_cov_8.706677	97604	97152	-2	-	453	Protein of unknown function DUF55	- none -	 	 
fig|287.6682.peg.5944	CDS	NODE_8_length_273249_cov_8.706677	97805	97954	2	+	150	hypothetical protein	- none -	 	 
fig|287.6682.peg.5945	CDS	NODE_8_length_273249_cov_8.706677	98594	97989	-2	-	606	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	5-FCL-like protein; <br>Folate Biosynthesis; <br>One-carbon metabolism by tetrahydropterines	 	 
fig|287.6682.peg.5946	CDS	NODE_8_length_273249_cov_8.706677	99206	98889	-2	-	318	Z-ring-associated protein ZapA	CBSS-498211.3.peg.291	 	 
fig|287.6682.peg.5947	CDS	NODE_8_length_273249_cov_8.706677	99412	99203	-1	-	210	FIG019278: hypothetical protein	CBSS-498211.3.peg.291	 	 
fig|287.6682.peg.5948	CDS	NODE_8_length_273249_cov_8.706677	99539	100093	2	+	555	FIG037488: Putative conserved exported protein precursor	- none -	 	 
fig|287.6682.peg.5949	CDS	NODE_8_length_273249_cov_8.706677	100121	101455	2	+	1335	Xaa-Pro aminopeptidase (EC 3.4.11.9)	Aminopeptidases (EC 3.4.11.-)	 	 
fig|287.6682.peg.5950	CDS	NODE_8_length_273249_cov_8.706677	101452	102639	1	+	1188	2-polyprenyl-6-methoxyphenol hydroxylase	- none -	 	 
fig|287.6682.peg.5951	CDS	NODE_8_length_273249_cov_8.706677	102760	103983	1	+	1224	2-polyprenylphenol hydroxylase	- none -	 	 
fig|287.6682.peg.5952	CDS	NODE_8_length_273249_cov_8.706677	104229	105233	3	+	1005	Ferric iron ABC transporter, iron-binding protein	Iron acquisition in Streptococcus	 	 
fig|287.6682.peg.5953	CDS	NODE_8_length_273249_cov_8.706677	105411	107027	3	+	1617	Ferric iron ABC transporter, permease protein	Iron acquisition in Streptococcus	 	 
fig|287.6682.peg.5954	CDS	NODE_8_length_273249_cov_8.706677	107184	108266	3	+	1083	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|287.6682.peg.5955	CDS	NODE_8_length_273249_cov_8.706677	108317	108703	2	+	387	Glycine cleavage system H protein	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|287.6682.peg.5956	CDS	NODE_8_length_273249_cov_8.706677	108973	111846	1	+	2874	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|287.6682.peg.5957	CDS	NODE_8_length_273249_cov_8.706677	112330	112010	-1	-	321	Ribonucleotide reductase, alpha subunit	- none -	 	 
fig|287.6682.peg.5958	CDS	NODE_8_length_273249_cov_8.706677	114291	112507	-3	-	1785	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB	- none -	 	 
fig|287.6682.peg.5959	CDS	NODE_8_length_273249_cov_8.706677	114720	114382	-3	-	339	hypothetical protein	- none -	 	 
fig|287.6682.peg.5960	CDS	NODE_8_length_273249_cov_8.706677	114847	115311	1	+	465	Transcriptional regulator, AsnC family	- none -	 	 
fig|287.6682.peg.5961	CDS	NODE_8_length_273249_cov_8.706677	116803	115436	-1	-	1368	Inorganic triphosphatase (EC 3.6.1.25)	- none -	 	 
fig|287.6682.peg.5962	CDS	NODE_8_length_273249_cov_8.706677	117120	118289	3	+	1170	Acetylornithine deacetylase (EC 3.5.1.16)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|287.6682.peg.5963	CDS	NODE_8_length_273249_cov_8.706677	118555	119853	1	+	1299	N-acetylglutamate synthase (EC 2.3.1.1)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|287.6682.peg.5964	CDS	NODE_8_length_273249_cov_8.706677	121007	120021	-2	-	987	ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|287.6682.peg.5965	CDS	NODE_8_length_273249_cov_8.706677	121377	122735	3	+	1359	Outer membrane low permeability porin, OprD family => OccK8/OprE anaerobically-induced	- none -	 	 
fig|287.6682.peg.5966	CDS	NODE_8_length_273249_cov_8.706677	123029	123667	2	+	639	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress; <br>Rubrerythrin; <br>Thioredoxin-disulfide reductase	 	 
fig|287.6682.peg.5967	CDS	NODE_8_length_273249_cov_8.706677	124020	124613	3	+	594	FMN reductase (NADPH) (EC 1.5.1.38)	- none -	 	 
fig|287.6682.peg.5968	CDS	NODE_8_length_273249_cov_8.706677	124716	125681	3	+	966	ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|287.6682.peg.5969	CDS	NODE_8_length_273249_cov_8.706677	125707	126855	1	+	1149	Alkanesulfonate monooxygenase (EC 1.14.14.5)	Alkanesulfonates Utilization	 	 
fig|287.6682.peg.5970	CDS	NODE_8_length_273249_cov_8.706677	126865	127647	1	+	783	Alkanesulfonate ABC transporter permease protein SsuC	- none -	 	 
fig|287.6682.peg.5971	CDS	NODE_8_length_273249_cov_8.706677	127644	128450	3	+	807	Alkanesulfonate ABC transporter ATP-binding protein SsuB	- none -	 	 
fig|287.6682.peg.5972	CDS	NODE_8_length_273249_cov_8.706677	128485	128700	1	+	216	Organosulfonate utilization protein SsuF	- none -	 	 
fig|287.6682.peg.5973	CDS	NODE_8_length_273249_cov_8.706677	129485	128853	-2	-	633	Transcriptional regulator, AcrR family	- none -	 	 
fig|287.6682.peg.5974	CDS	NODE_8_length_273249_cov_8.706677	131089	129713	-1	-	1377	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.5975	CDS	NODE_8_length_273249_cov_8.706677	131368	132144	1	+	777	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)	Putrescine utilization pathways	 	 
fig|287.6682.peg.5976	CDS	NODE_8_length_273249_cov_8.706677	132182	133540	2	+	1359	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.5977	CDS	NODE_8_length_273249_cov_8.706677	133598	134962	2	+	1365	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	Pyruvate Alanine Serine Interconversions	 	 
fig|287.6682.peg.5978	CDS	NODE_8_length_273249_cov_8.706677	135130	136242	1	+	1113	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.5979	CDS	NODE_8_length_273249_cov_8.706677	136430	137527	2	+	1098	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.5980	CDS	NODE_8_length_273249_cov_8.706677	137589	138731	3	+	1143	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
